Phone_Model,Service,Manufacturer,Storage_Type,Chip_Name,File_System,FS_Parameter,FTL,FTL_Parameter,Java_Type,Java_Path,Java_Tool,Media_Type
CA-01C,FOMA,Casio/NEC,,,YAFFS2 (unsupported),,-,,fs_path,,keitai-tools,fs_extension
F2051,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F2102V,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F900i,FOMA,Fujitsu,NAND,MB84VQ6M6M7C2-n,FAT,,F900i FTL,-,fs_path,Sanremo\Java,keitai-tools,fs_extension
F900iT,FOMA,Fujitsu,NAND,MB84VQ6M6M7C2-n,FAT,,F900i FTL,-,fs_path,Sanremo\Java,keitai-tools,fs_extension
F880iES,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F900iC,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F700i,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F700iS,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F901iC,FOMA,Fujitsu,SuperAND,M6MLE277B4ZAWG-a,FAT,,-,-,fs_path,Sanremo\Java,keitai-tools,fs_extension
F881iES,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F901iS,FOMA,Fujitsu,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
F902i,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F902iS,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F702iD,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F882iES,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F903i,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F903iX,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F703i,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F904i,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F704i,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F905i,FOMA,Fujitsu,NAND,,FAT32,,B4B4 FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F905iTW,FOMA,Fujitsu,NAND,,FAT32,,B4B4 FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F905iBiz,FOMA,Fujitsu,NAND,,FAT32,,B4B4 FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F801i,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F705i,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F906i,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F706i,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F883i,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F883iES,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F883iESS,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F883iS,FOMA,Fujitsu,NAND,,FAT16,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F884i,FOMA,Fujitsu,NAND,,FAT32,,SH/D904i FTL,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F884iES,FOMA,Fujitsu,NAND,,Samsung RFS,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-01A,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR3,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-02A,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR3,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-03A,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR3,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-04A,FOMA,Fujitsu,mDOC (part_08),,FAT,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-05A,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-06A,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-07A,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-08A,FOMA,Fujitsu,OneNAND,,Samsung RFS,,XSR3,-,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-09A,FOMA,Fujitsu,mDOC (part_08),,FAT32,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-10A,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-01B,FOMA,Fujitsu,mDOC (part_08),,FAT32,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-02B,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-03B,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-04B,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-06B,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F (unsupported),1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-07B,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-08B,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-09B,FOMA,Fujitsu,MDA,TY00D0012167KA-n,FAT,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-10B,FOMA,Fujitsu,,,FAT,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-01C,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F (unsupported),1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-02C,FOMA,Fujitsu,MDA,,FAT,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-03C,FOMA,Fujitsu,MDA,,FAT,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-04C,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-05C,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-08C,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-09C,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F (unsupported),1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-10C,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-11C,FOMA,Fujitsu,OneNAND,,Samsung RFS,,FSR_F,1A,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-02D,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-04D,FOMA,Fujitsu,,,FAT32,,-,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
F-01E,FOMA,Fujitsu,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D2101V ,FOMA,Mitsubishi,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
D900i,FOMA,Mitsubishi,NOR,,DATA Structure,,-,,fs_path,Sanremo\Java,keitai-tools,fs_extension
D901i,FOMA,Mitsubishi,SuperAND,M6MLE277B4ZAWG-a,FAT,,-,,fs_path,Sanremo\Java,keitai-tools,fs_extension
D901iS,FOMA,Mitsubishi,SuperAND,M6MLE277B4ZAWG-a,FAT,,-,,fs_path,Sanremo\Java,keitai-tools,fs_extension
D701i,FOMA,Mitsubishi,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
D701iWM,FOMA,Mitsubishi,,,,,,,fs_path,Sanremo\Java,keitai-tools,fs_extension
D902i,FOMA,Mitsubishi,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D902iS,FOMA,Mitsubishi,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D702i,FOMA,Mitsubishi,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D702iF,FOMA,Mitsubishi,,,,,,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D903i,FOMA,Mitsubishi,NAND,,FAT,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D903iTV,FOMA,Mitsubishi,,,FAT,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D703i,FOMA,Mitsubishi,,,FAT,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D904i,FOMA,Mitsubishi,NAND,,FAT16,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D704i,FOMA,Mitsubishi,NAND,,FAT16,,SH/D904i FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D905i,FOMA,Mitsubishi,,,FAT32,,B4B4 FTL,,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D705i,FOMA,Mitsubishi,,,FAT16,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D705iμ,FOMA,Mitsubishi,,,FAT16,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
D800iDS,FOMA,Mitsubishi,,,FAT16,,XSR2,8,fs_path,WcdmaMp\Java\Data,keitai-tools,fs_extension
M702iG,FOMA,Motorola,CG2,,Intel FHS,,-,,fs_path,,keitai-tools,fs_extension
M702iS,FOMA,Motorola,CG2,,Intel FHS,,-,,fs_path,,keitai-tools,fs_extension
M704i,FOMA,Motorola,CG2,,Intel FHS,,-,,fs_path,,keitai-tools,fs_extension
M1000,FOMA,Motorola,CG2,,Intel FHS,,-,,fs_path,,keitai-tools,fs_extension
N2001,FOMA,NEC,NAND,,FAT16,,SSR200 (old flavor),,fs_path,_java,keitai-tools,fs_extension
N2002,FOMA,NEC,NAND,,FAT16,,SSR200 (old flavor),,fs_path,_java,keitai-tools,fs_extension
N2051,FOMA,NEC,NAND,,FAT16,,SSR200 (old flavor),,fs_path,_java,keitai-tools,fs_extension
N2102V,FOMA,NEC,NAND,,Customized FAT16,,SSR200 (old flavor),,fs_path,_java,keitai-tools,fs_extension
N2701,FOMA,NEC,NAND,,Customized FAT16,,SSR200 (old flavor),,fs_path,_java,keitai-tools,fs_extension
N900i,FOMA,NEC,NAND,,Customized FAT16,,SSR200,,fs_path,_java,keitai-tools,fs_extension
N900iS,FOMA,NEC,NAND,,Customized FAT16,,SSR200,,fs_path,_java,keitai-tools,fs_extension
N900iG,FOMA,NEC,NAND,,Customized FAT16,,SSR200,,fs_path,_java,keitai-tools,fs_extension
N900iL,FOMA,NEC,NAND,,Customized FAT16,,SSR200,,fs_path,_java,keitai-tools,fs_extension
N700i,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N901iC,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N901iG,FOMA,NEC,,,,,,,fs_path,contents2\javaap,keitai-tools,fs_extension
N901iS,FOMA,NEC,OneNAND,,Samsung RFS,,XSR1,,fs_path,contents2\javaap,keitai-tools,fs_extension
N701i,FOMA,NEC,OneNAND,,Samsung RFS,,XSR1,,fs_path,contents2\javaap,keitai-tools,fs_extension
N701iECO,FOMA,NEC,,,Samsung RFS,,XSR1,,fs_path,contents2\javaap,keitai-tools,fs_extension
N601i ,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N902i,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N902iS,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N902iX,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N902iL,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N702iD,FOMA,NEC,OneNAND,,Samsung RFS,,XSR1,,fs_path,contents2\javaap,keitai-tools,fs_extension
N702iS,FOMA,NEC,OneNAND,,Samsung RFS,,XSR1,,fs_path,contents2\javaap,keitai-tools,fs_extension
N903i,FOMA,NEC,OneNAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N703iD,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N703iμ,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N904i,FOMA,NEC,OneNAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N704iμ,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N905i,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N905iμ,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N705i,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N705iμ,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N906i,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N906iμ,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N906iL,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N706i,FOMA,NEC,,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N706ie,FOMA,NEC,,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N706iII,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-01A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-02A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-03A,FOMA,NEC,,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-04A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-05A,FOMA,NEC,OneNAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-06A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-07A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-08A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-09A,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-01B,FOMA,NEC,MLC,,YAFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-02B,FOMA,NEC,MLC,,YAFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-03B,FOMA,NEC,NAND,,JFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-04B,FOMA,NEC,"MLC, SLC",,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-05B,FOMA,NEC,"MLC, SLC",,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-06B,FOMA,NEC,SLC,,YAFFS2,,-,,fs_path,contents2\javaap,keitai-tools,fs_extension
N-07B,FOMA,NEC,"MLC, SLC",,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-08B,FOMA,NEC,MLC,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-01C,FOMA,NEC,"MLC, SLC",,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-02C,FOMA,NEC,"MLC, SLC",,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-03C,FOMA,NEC,"MLC, SLC",,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-05C,FOMA,NEC,OneNAND,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-02D,FOMA,NEC,OneNAND,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-03D,FOMA,NEC,OneNAND,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-01E,FOMA,NEC,OneNAND,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-01F,FOMA,NEC,OneNAND,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
N-01G,FOMA,NEC,OneNAND,,YAFFS2,,-,,fs_path,contents3\javaap,keitai-tools,fs_extension
P2101V,FOMA,Panasonic,NOR,,FAT12,,FlashFX 3.00 NOR (Unsupported),,fs_path,,keitai-tools,fs_extension
P2102V,FOMA,Panasonic,NAND,,FAT16,,SSR200 (old flavor),-,fs_path,_java,keitai-tools,fs_extension
P2002,FOMA,Panasonic,,,,,,,,,keitai-tools,fs_extension
P900i,FOMA,Panasonic,NAND,,Customized FAT16,,SSR200,-,fs_path,_java,keitai-tools,fs_extension
P900iV,FOMA,Panasonic,NAND,,Customized FAT16,,SSR200,-,fs_path,_java,keitai-tools,fs_extension
P700i,FOMA,Panasonic,NAND,,JFFS2,,-,-,fs_path,contents2\javaap,keitai-tools,fs_extension
P901i,FOMA,Panasonic,NAND,,JFFS2,,-,-,fs_path,contents2\javaap,keitai-tools,fs_extension
P901iS,FOMA,Panasonic,NAND,,JFFS2,,-,-,fs_path,contents2\javaap,keitai-tools,fs_extension
P701iD,FOMA,Panasonic,NAND,,JFFS2,,-,-,fs_path,contents2\javaap,keitai-tools,fs_extension
P851i,FOMA,Panasonic,NAND,,JFFS2,,-,-,fs_path,contents2\javaap,keitai-tools,fs_extension
P902i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P901iTV,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P902iS,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P702i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P702iD,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P903i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P903iTV,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P903iX,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P703i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P703iμ,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P904i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P704i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P704iμ,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR1,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P905i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P705i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P705iμ,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P705iCL,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P906i,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P706ie,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P706iμ,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-01A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-02A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-03A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-04A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-05A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-06A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-07A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-08A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-09A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-10A,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-01B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-02B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-03B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,F,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-04B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-05B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,F,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-06B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-07B,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,F,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-01C,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,F,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-02C,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,B,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-03C,FOMA,Panasonic,OneNAND,,Samsung RFS,,XSR2,C,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-04C,FOMA,Panasonic,OneNAND,,Samsung RFS,,FSR_ll,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-05C,FOMA,Panasonic,OneNAND,,Samsung RFS,,FSR_ll,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-06C,FOMA,Panasonic,OneNAND,,Samsung RFS,,FSR_ll,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-03D,FOMA,Panasonic,OneNAND,,Samsung RFS,,FSR_ll,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-01E,FOMA,Panasonic,OneNAND,,Samsung RFS,,FSR_ll,-,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-01F,FOMA,Panasonic,EMMC,,ext3,"0x1900000, 0x1A800000",-,,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
P-01G,FOMA,Panasonic,EMMC,,ext3,"0x1900000, 0x1E500000",-,,fs_path,CONT2\JAVAAP,keitai-tools,fs_extension
